"V1","V2","V3","V4","V5"
1,0.965966192580946,0.965966192580946,0.957814433394724,0.957814433394724
1,0.966675057979632,0.945606694560669,0.943176706205004,0.924377907474642
1,1,0.985569105261245,0.985569105261245,0.973197944944158
1,1,0.97873226561065,0.965966192580946,NA
1,1,0.985569105261245,0.985569105261245,0.973197944944158
1,0.983471074380165,0.97722776733754,0.97096271557734,0.960664584840293
1,0.977037619777381,0.97096271557734,0.954365062319608,0.948026996831837
1,1,0.968007744092929,0.968007744092929,0.968007744092929
1,0.985327112869558,0.974789915966387,0.966253327081021,0.96218487394958
1,1,1,1,0.919565825434434
1,1,1,1,0.919565825434434
1,1,0.911090564370522,0.911090564370522,0.911090564370522
1,1,0.911090564370522,0.911090564370522,0.911090564370522
1,0.946923577978474,0.944923737144307,0.930251269047869,0.930251269047869
1,0.913293319750158,NA,NA,NA
1,0.962025316455696,0.955604672630147,0.943159984844388,0.941184778519636
1,1,1,1,0.919565825434434
1,1,1,1,0.919565825434434
1,0.983402489626556,0.97722776733754,0.962655601659751,0.960664584840293
1,0.974789915966387,0.96218487394958,0.960169824881399,0.943159984844388
1,0.977321665049854,0.967086378181448,NA,NA
1,0.9875,0.979088068244196,0.977133088839832,0.96653565711286
1,0.963422594244285,0.963422594244285,0.922200854284641,0.922200854284641
1,1,0.963422594244285,0.921558417666449,0.921558417666449
1,0.92188095687295,0.92188095687295,0.916837585915863,NA
1,0.96218487394958,0.94759118088732,0.94093664602213,0.9392054182246
1,0.98804780876494,0.986029908308912,0.964007712092545,0.952007616091393
1,0.951985373116423,0.951985373116423,0.923760430703401,NA
1,0.966253327081021,0.961864406779661,0.955808537091679,0.955604672630147
1,0.971895387972024,0.959847098038486,0.95409371694668,0.942117645185843
1,0.977957875588567,0.903614457831325,NA,NA
1,0.98804780876494,0.986029908308912,0.95409371694668,0.925868436052912
1,1,0.970719794156639,0.952185009975836,0.952185009975836
1,1,0.962508355143513,0.962508355143513,0.922200854284641
1,1,0.962508355143513,0.962508355143513,0.921558417666449
1,0.977321665049854,0.944560512886399,NA,NA
1,0.967086378181448,0.944560512886399,0.932807635912987,0.920939860045876
1,1,0.92188095687295,0.914762891679843,0.914762891679843
1,0.977133088839832,0.966675057979632,0.964659049407834,0.956177417464945
1,0.979088068244196,0.96653565711286,0.956177417464945,0.945378151260504
1,0.976941350206839,0.96653565711286,0.953983245981524,0.94759118088732
1,0.976941350206839,0.966675057979632,0.943634624229437,0.931108500898958
1,0.94759118088732,0.93028453567291,0.93028453567291,0.924686192468619
1,0.9875,0.96653565711286,0.964659049407834,0.953983245981524
1,1,1,1,0.919565825434434
1,1,1,1,0.919565825434434
1,0.983402489626556,0.962655601659751,0.954174949471275,0.946058091286307
1,NA,NA,NA,NA
1,0.977957875588567,0.918165501664169,0.906189429903332,0.904
1,0.977037619777381,0.96234309623431,0.94759118088732,0.941674840962918
1,0.979846675424837,0.932807635912987,NA,NA
1,1,0.951985373116423,0.921558417666449,NA
1,0.965966192580946,0.965966192580946,0.944915254237288,NA
1,0.97873226561065,0.97873226561065,0.944915254237288,NA
1,0.985327112869558,0.96234309623431,0.960169824881399,0.955808537091679
1,0.930577872778503,0.92602285418856,0.92602285418856,0.919148936170213
1,0.985509358586163,0.95238299359167,0.95238299359167,0.924383701549832
1,1,0.97873226561065,0.965966192580946,NA
1,0.983402489626556,0.970841760815752,0.962655601659751,0.946058091286307
1,0.970841760815752,0.96234309623431,0.954174949471275,0.939459249785944
1,1,0.987654320987654,0.987654320987654,0.985569105261245
1,0.98804780876494,0.974053836548075,0.964007712092545,0.952007616091393
1,0.987951807228916,0.973845029626482,0.964007712092545,0.952007616091393
1,1,0.951985373116423,0.921558417666449,NA
1,0.986029908308912,0.974053836548075,0.94,0.911653938304336
1,0.979000238370871,0.958192545975083,0.944923737144307,0.924377907474642
1,0.97917516648799,0.979000238370871,0.945606694560669,0.924083537182062
1,0.987903225806452,0.971895387972024,0.925868436052912,0.913844170649627
1,NA,NA,NA,NA
1,0.962508355143513,0.913293319750158,0.913293319750158,NA
1,0.962508355143513,0.914003513357666,NA,NA
1,NA,NA,NA,NA
1,0.985917488671438,0.973845029626482,0.963863194682999,0.949916966859481
1,0.985327112869558,0.974789915966387,0.966253327081021,0.96218487394958
1,NA,NA,NA,NA
1,0.977037619777381,0.94780999867293,0.941916822376308,0.939459249785944
1,1,1,1,0.919565825434434
1,0.971436663396163,0.971436663396163,0.953348817213397,0.953348817213397
1,1,0.987951807228916,0.968007744092929,0.968007744092929
1,0.986029908308912,0.974053836548075,0.963863194682999,0.9499017070266
1,0.987951807228916,0.985917488671438,0.964007712092545,0.952007616091393
